,prompt,completion,brief_type,data_type,file_path,file_name
45,"Tendril Networks, Inc. is suing two former employees, alleging that they misappropriated Tendril’s confidential information and trade secrets to compete with Tendril by working at Utilidata. Tendril has filed an unverified Complaint for Injunctiverelief and a Motion for Preliminary Injunction devoid of any supporting or supporting or rationale for expedited discovery. Although a court may allow a party to advance discovery on an expedited basis, the “fited source” rule prohibits a litigant from “seeking[ing] advance discovery from any source before the parties have conferred as required by Rule 26(f)” Tendril now seeks expedited. discovery outside of the mandates of Fed. R.Civ. P. 26(d), which is presumably intended to support its motion for a preliminary injunction.
 Judgment -->", grant,opposition,train,374,gov.uscourts.cod.183316.29.0.txt
46,"The United States of America, by and through its undersigned counsel, hereby states that the defendant has requested disclosure under Rule 16(a)(1) of the federal Rules of Criminal Procedure. The government has complied with these requests and acknowledges its continuing duty to disclose. Permit the government to inspect and copy or. photograph all books, papers, documents, photographs, tangible objects. which the defendant intends to introduce as evidence in chief at the trial. The U.S. Attorney’s office for the District of Arizona will provide a copy of this request to the defendant, Jared Lee Loughner, on May 22, 2011, at 8:30 a.m. ET. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details.
 Judgment -->", deny,support,train,418,gov.uscourts.azd.579795.217.0.txt
47,"Jared Lee Loughner was found incompetent to stand trial. He was committed to the custody of the Attorney General. The trial-related proceedings against him have been at a standstill since March 9, 2011, when the Court found it necessary to order a competency evaluation. The government filed a “Request for Disclosure” under 18 U.S.C. P. 16(b). The Court’s findings as announced in open court on May 25 make clear that defense counsel cannot have rational or rational communication with Mr. Loughnner concerning the charges. Nor can counsel consult consult8 about any possible defenses or evidence that may be offered at a trial. The defense cannot provide a reciprocal defense unless Mr.Loughner becomes competent and has had adequate time with his counsel.
 Judgment -->", deny,opposition,train,418,gov.uscourts.azd.579795.231.0.txt
48,"Case No.: 13-cv-00344-DRH-SCW-SCV. Defendants: Rational Entertainment Entertainment Ltd. and Oldford Group Ltd. Plaintiff Kelly Sonnenberg claims that her entitlement to ""loser"" and ""recovery"" under the Illinois Loss Recovery Act (LRA) has been violated. Case was dismissed on March 14, 2014 because it failed to allege that Defendants are ""winners"" within the meaning of the LRA. Plaintiffs still fail to plead the ""who,"" ""what,"" or ""when"" of the losses they are seeking to recover, and can't recover on behalf of a purported class of unnamed ""unidentified losers with unspecified losses"" They have added nothing that addresses these fundamental flaws in their Second Amended Complaint.
 Judgment -->", grant,support,test,1017,gov.uscourts.ilsd.61930.76.0.txt
49,"Defendants, Rational Entertainment Enterprises Ltd. and Oldford Group Ltd., have filed a motion to dismiss the Second-Amended Complaint. Plaintiffs, individually, and on behalf of the class they represent, are:KELLY SONNENBERG and William J. Niehoff. Defendants respectfully request that this Court grant their Motion and Dismiss Piaintiffs' Second- amendedcomplaint in its entirety as to them with prejudice. A detailed memorandum in support of the Defendants' Motion is being filed contemporaneous to this Motion and is incorporated herein by reference. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or click here.
 Judgment -->", grant,support,test,1017,gov.uscourts.ilsd.61930.75.0.txt
50,"The Plaintiffs are class representatives of Illinois citizens seeking to recover losses resulting from the Defendants’ illegal operation of aninternet gambling site. Two separate individuals have filed claims because they rely upon different sections of Illinois’ Anti-Gambling statute. The Complaint mistakenly lists Count 9 as Count IV. The Court has noted that ""motions to dismiss' are 'not often granted' and 'are often granted under careful scrutiny' The Court will ultimately decide whether the claimant is entitled to offer evidence but not whether his claims are entitled to be heard. The Plaintiffs Second Amended Complaint was filed on June 3, 2014. The case is being heard by the U.S. District Court for the Southern District of Illinois and is expected to last at least a month.
 Judgment -->", grant,opposition,test,1017,gov.uscourts.ilsd.61930.79.0.txt
51,"The United States Trustee has standing to bring this motion. Cause exists to convert or dismiss this case. Bankruptcy Code Section1112(b)(4) sets forth a list of 16 grounds that do constitute ""cause"" See 11 U.S.C. 0x00A7.1114(b) (A)-(P) (B) (C) (D) (E) (F) (G) (H) (I) (J) (K) (L) (M) (N) (O) (R) (S) (W) (T) (Z) (Y) (X) (1) (2) (3) (4) (5) (6) (7) (8) (9)
 Judgment -->", grant,support,test,335,gov.uscourts.caeb.371652.186.0.txt
52,"The Acting United States Trustee (""UST"") requests the court order conversion to chapter. 7 or dismissal of this case because Debtor has failed to timely comply with reporting requirements. Debtor filed a chapter 11 petition on January 25, 2010. The monthly operating report (""MOR'') for the period of January 25-February. 2010 was filed on March 19. 2010. (Docket #47). (MOR#44). (Dockets #47-44) (Mor #45-47) (Docker #48-49) (The MOR for April 2010 was timely filed. (M MOR #65-65) ( MOR #66-67). (The MOR for May 2010 was. timely filed). ( M MOR for June 2010 is timely filed.) (M Mor for July 2010 is. timely. filed.
 Judgment -->", grant,support,test,335,gov.uscourts.caeb.371652.184.0.txt
53,"Debtor is a debtor-in-possession pursuant to Sections 1107 and 1108 of the Bankruptcy Code. Debtor seeks to have the court deny the UST's motion to convert or Dismiss this case (""Motion"") Debtor continues to possess both his real estate and his operations of his business. The Debtor receives rents for his rental property located in Tracy, California averaging $4,500 per month plus rents. He has filed a plan and disclosure statement on October 25, 2010 (Docket #121, 122) and an amended plan and Disclosure on December 9, 2011 (Dockets #138 and 139). Approval of Debtor's disclosure and plan is pending before this court. A status conference regarding this case is currently set for July 13, 2011.
 Judgment -->", grant,opposition,test,335,gov.uscourts.caeb.371652.188.0.txt
54,"Case 1:06-cv-00170-S-DLM. Case 1:6-CV-00 170-S,DLM:   Document 22:       Document  22:  Document. 22: Document  22. Document 22:Document  20: Document  20:  Document  21:  document 22: document 22.Document  23: document 22:document 23:Document 23: document 24: document 25: document 26: document 28: document 29: document 30: document 31: document 32: document 33: document 34: document 35: document 36: document 38: document 39: document 40: document 50: document 51: document 52: document 63: document 74: document 75: document 80: document 78: document 85: document 90: document 98: document 99: document 100: document 120: document 102: document 110: document 103: document 112: document
 Judgment -->", deny,support,train,426,gov.uscourts.rid.20970.22.0.txt
55,"Tower Manufacturing Corporation objects to Shanghai ELE Manufacturing Corporation’s Motion for Protective Order. Tower is filing an accompanying Memorandum in support of this Objection. Tower requests that the Motion for Protective Order be denied. Tower Manufacturing Corporation is the Plaintiff in this case. Shanghai ELE manufacturing Corp. is the Defendant. The case is being heard in the U.S. District Court for the District of Rhode Island. The hearing is set for January 8, 2007, at 9 a.m. (EST) (PT) (CT) (GMT) (Fri) (Sat) (Sun) (Mon) (Wed) ( Fri) (Saturday) (Thur) (Friday) (Week) ( Sundays) (Monday) (Wednesday) (Tuesday) ( Wednesday) (Thursday)
 Judgment -->", deny,opposition,train,426,gov.uscourts.rid.20970.26.0.txt
56,"Duane Morris LLP seeks leave to withdraw as counsel of record for defendants MP3tunes, Inc. and Michael Robertson (“MP3tune’s” “Robertson”) (collectively, “Defendants’ in the above-captioned matter and for all dates in the case) The case is being heard at the U.S. District Court for the Southern District of New York in New York City. The judge will rule on whether or not the motion to withdraw should be granted. The motion will be heard at a later date and the case is expected to be adjourned until at least the end of January 2014. The case has been adjourned pending the resolution of this motion. The trial is set to resume on January 17, 2014.
 Judgment -->", grant,support,train,606,gov.uscourts.nysd.316362.313.0.txt
57,"The United States District Court for the Southern and Eastern District of New York is hearing the case against MP3tunes, Inc. and Michael Robertson in the above-captioned action. The suit was filed by the law firm Duane Morris LLP on July 11, 2012. The case is being heard by U.S. District Court Judge D.A. C. Graziano, who will hear the case on July 24, 2013, at 11:30 a.m. EST. The trial is expected to last at least two weeks. For more information, go to: http://www.cnn.com/2012/07/12/08/technology/technology-law/index.html#storylink=cpy. See also: http:/www.scribd.co.uk/2013/01/26/1602151545/cnn-court-case-1-07-january-12-12/
 Judgment -->", grant,support,train,606,gov.uscourts.nysd.316362.312.0.txt
